RA,DEC,kic_kepler_id,Tef,logg,[Fe/H],m_g,dist(pc),M_g,BC,M_bol,L,e_L,R,e_R,M,e_M
285.13703226900003,38.6039292884,3525933,4645.0,4.57,-0.11,14.5864582,498.073578,6.1,-0.054,6.05,0.3,0.01,0.85,0.0,0.71,0.05
285.14021839099996,38.6156362507,3525940,5658.0,4.34,-0.29,14.868499800000002,949.5829470000001,4.98,0.046,5.03,0.77,0.02,0.91,0.01,0.98,0.06
285.162468355,38.6374610177,3525999,5857.0,4.07,-0.27,14.391512900000002,1062.2533,4.26,0.051,4.31,1.48,0.03,1.19,0.01,1.13,0.07
284.810242898,38.7968591899,3626092,5087.0,3.65,-0.12,14.8909845,2464.9072300000007,2.93,0.004,2.94,5.27,0.11,2.96,0.02,1.18,0.08
284.835954447,38.7400242673,3626148,5782.0,4.28,-0.48,16.5909557,2326.53003,4.76,0.048,4.81,0.94,0.02,0.97,0.01,0.98,0.06
284.841767139,38.7817766577,3626159,5507.0,,-0.13,,,,,,,,,,,
284.85757966799997,38.738446905500005,3626201,5406.0,3.85,-0.47,16.6706676,4621.77246,3.35,0.036,3.38,3.49,0.07,2.14,0.02,1.06,0.07
284.86442172200003,38.7875303298,3626219,6095.0,4.15,-1.65,17.599109600000006,3604.03833,4.82,0.004,4.82,0.93,0.02,0.87,0.01,0.85,0.05
284.866733059,38.7609027783,3626227,6087.0,4.14,-0.59,16.8139553,3024.02637,4.41,0.054,4.47,1.29,0.03,1.02,0.01,1.09,0.07
284.871745483,38.7112323047,3626245,5973.0,4.06,-0.35,15.2862644,2099.14648,3.68,0.054,3.73,2.53,0.05,1.49,0.02,1.15,0.07
284.882719612,38.703211924499996,3626266,6112.0,3.99,-0.36,14.647063300000001,6401.95605,0.62,0.054,0.67,42.47,0.86,5.83,0.07,1.22,0.08
284.892305755,38.7872942774,3626285,5515.0,4.37,0.07,15.4025536,1128.7207,5.14,0.054,5.19,0.66,0.01,0.89,0.01,1.01,0.06
284.898368388,38.7496113859,3626303,5976.0,4.05,-0.31,16.062748000000006,4183.97119,2.95,0.054,3.01,4.93,0.1,2.08,0.02,1.17,0.07
284.902387186,38.7861711862,3626311,5900.0,4.12,-0.34,16.4191647,3025.33569,4.02,0.054,4.07,1.85,0.04,1.31,0.01,1.1,0.07
284.917556066,38.797252416199996,3626339,5479.0,4.59,-0.16,14.736598,688.619751,5.55,0.054,5.6,0.45,0.01,0.75,0.01,0.91,0.06
284.918221479,38.7876700006,3626340,5409.0,3.94,0.24,15.165931699999998,1958.9064899999998,3.71,0.056,3.76,2.46,0.05,1.79,0.01,1.2,0.08
284.920195157,38.7702766655,3626348,5666.0,4.15,-0.19,15.325811400000001,1545.96448,4.38,0.075,4.45,1.3,0.03,1.19,0.01,1.07,0.07
284.92817337599996,38.7743942517,3626366,5583.0,4.17,0.02,15.234029800000002,1512.36719,4.34,0.056,4.39,1.38,0.03,1.26,0.01,1.09,0.07
284.930256997,38.766986519,3626372,5667.0,4.24,-0.13,15.3849688,1288.41174,4.83,0.075,4.91,0.86,0.02,0.96,0.01,1.05,0.07
284.93117235200003,38.7948141659,3626375,5876.0,4.19,-0.41,16.7340584,2806.33228,4.49,0.054,4.55,1.19,0.02,1.06,0.01,1.05,0.07
284.934576492,38.7557713511,3626381,6591.0,4.12,-0.28,15.4650154,3005.50513,3.08,0.079,3.15,4.31,0.09,1.6,0.03,1.32,0.08
284.935031725,38.700199585300005,3626382,5863.0,4.2,-0.24,16.3268814,2630.85181,4.23,0.075,4.3,1.5,0.03,1.19,0.01,1.09,0.07
284.93953965099996,38.7975166897,3626396,5184.0,3.55,-0.82,16.5440693,4489.88184,3.28,0.007,3.29,3.8,0.08,2.42,0.02,1.09,0.07
284.947465826,38.7123861557,3626411,6019.0,4.16,-0.16,15.366918599999998,1821.41846,4.06,0.079,4.14,1.73,0.04,1.21,0.01,1.17,0.07
284.98044474200003,38.7704310966,3626482,5629.0,4.28,-0.03,15.2895346,1355.60547,4.63,0.073,4.7,1.04,0.02,1.07,0.01,1.05,0.07
284.993129172,38.7379455267,3626508,5579.0,3.91,0.03,15.2973633,2303.41187,3.49,0.056,3.54,3.02,0.06,1.86,0.02,1.22,0.08
285.005861375,38.7904355043,3626540,5602.0,4.42,-1.12,16.946735399999998,1429.31445,6.17,0.016,6.19,0.26,0.01,0.55,0.0,0.78,0.05
285.013177575,38.7075977402,3626558,5427.0,4.52,-0.16,16.2753677,1424.32043,5.51,0.054,5.56,0.47,0.01,0.78,0.01,0.91,0.06
285.032487228,38.7194701767,3626597,5226.0,4.6,0.15,14.715925199999996,615.796326,5.77,0.024,5.79,0.38,0.01,0.75,0.01,0.91,0.06
285.036287564,38.7306175675,3626606,5662.0,4.06,-0.02,15.7933617,1960.9669199999998,4.33,0.075,4.41,1.36,0.03,1.22,0.01,1.15,0.07
285.03857499599997,38.7851258427,3626612,5934.0,4.12,-0.64,16.7675056,6383.50879,2.74,0.054,2.8,5.99,0.12,2.32,0.03,1.04,0.07
285.0391735,38.7775418337,3626613,5673.0,4.25,-0.41,16.621542,2487.41504,4.64,0.046,4.69,1.05,0.02,1.06,0.01,0.98,0.06
285.03932834200003,38.7713901344,3626614,5609.0,3.98,-0.39,15.322156900000001,1947.0415,3.88,0.036,3.91,2.15,0.04,1.56,0.01,1.08,0.07
285.042260284,38.7036283391,3626620,5612.0,4.13,-0.47,17.0233669,3727.62939,4.17,0.036,4.2,1.64,0.03,1.36,0.01,0.99,0.06
285.046786364,38.7148024377,3626629,5613.0,4.0,-0.89,16.866767899999996,3944.00781,3.89,0.015,3.9,2.16,0.04,1.56,0.01,0.95,0.06
285.049767235,38.755474852,3626635,5755.0,3.96,0.06,14.959083600000001,2117.70923,3.33,0.075,3.4,3.42,0.07,1.87,0.02,1.25,0.08
285.07182522,38.7186157238,3626676,5910.0,4.14,-0.25,14.772219699999999,1327.9226099999996,4.16,0.079,4.24,1.59,0.03,1.21,0.01,1.13,0.07
285.078703116,38.792624426399996,3626690,5684.0,4.47,-0.57,16.6015739,1421.1449,5.84,0.046,5.88,0.35,0.01,0.61,0.01,0.89,0.06
285.08042031900004,38.7273823576,3626697,5817.0,3.78,-0.43,15.708918599999999,3536.192870000001,2.97,0.052,3.02,4.88,0.1,2.18,0.02,1.25,0.08
285.082636824,38.7744583634,3626704,5952.0,4.17,-0.57,15.6397314,1606.35583,4.61,0.054,4.66,1.07,0.02,0.98,0.01,1.04,0.07
285.09520883700003,38.7839853607,3626740,6102.0,4.09,-0.34,15.4774017,2141.4892600000007,3.82,0.054,3.88,2.21,0.04,1.33,0.02,1.18,0.08
285.11187610900004,38.731040344899995,3626779,5792.0,4.16,-0.65,16.084672899999994,2298.6838399999997,4.28,0.051,4.33,1.46,0.03,1.2,0.01,0.99,0.06
285.148635732,38.783583448499996,3626870,5821.0,4.17,-0.6,16.6901073,3302.6323199999997,4.1,0.051,4.15,1.73,0.03,1.3,0.01,1.0,0.06
285.168605781,38.7829861701,3626927,5669.0,3.84,-0.36,16.084388699999998,3394.9826700000012,3.43,0.049,3.48,3.19,0.06,1.86,0.02,1.18,0.08
285.17568743,38.7105974071,3626941,5624.0,4.49,-0.38,16.7086391,1778.87842,5.46,0.034,5.49,0.5,0.01,0.75,0.01,0.91,0.06
285.17615249,38.7612638835,3626947,5295.0,4.53,-0.02,15.8219137,1109.44629,5.6,0.023,5.62,0.44,0.01,0.79,0.01,0.9,0.06
285.18264126,38.715660644,3626965,5111.0,3.74,-0.57,15.316039100000001,1745.86011,4.11,0.002,4.11,1.79,0.04,1.71,0.01,1.01,0.06
285.183817166,38.7671123756,3626974,5918.0,4.14,0.06,14.260774599999998,1186.39209,3.89,0.079,3.97,2.03,0.04,1.36,0.02,1.21,0.08
285.18525877,38.7748435348,3626980,5631.0,4.29,-0.63,14.7523212,832.507568,5.15,0.046,5.2,0.66,0.01,0.85,0.01,0.91,0.06
285.204764807,38.753953838899996,3627035,5865.0,4.25,-0.27,15.369713800000001,1371.77661,4.68,0.051,4.73,1.0,0.02,0.97,0.01,1.07,0.07
285.207253244,38.739709298600005,3627038,5636.0,4.34,-0.2,15.105345699999999,1174.4207800000001,4.76,0.073,4.83,0.92,0.02,1.01,0.01,0.99,0.06
285.207873854,38.7474891581,3627042,5546.0,4.53,-0.34,15.8757772,1076.40381,5.72,0.034,5.75,0.39,0.01,0.68,0.01,0.9,0.06
284.720421892,38.8662275199,3727410,6078.0,4.08,-0.51,16.4807091,5002.54883,2.98,0.054,3.04,4.79,0.1,1.98,0.02,1.13,0.07
284.72585665,38.8606217605,3727426,5708.0,4.17,-0.71,17.2956848,3738.89038,4.43,0.049,4.48,1.27,0.03,1.16,0.01,0.95,0.06
284.744768777,38.8127399339,3727463,5534.0,4.33,-0.79,17.0113983,2237.0144,5.26,0.016,5.28,0.61,0.01,0.85,0.01,0.84,0.05
284.749312005,38.874614114,3727476,6083.0,4.11,-0.68,16.6149006,3697.8781700000004,3.78,0.054,3.83,2.31,0.05,1.37,0.02,1.07,0.07
284.753647928,38.8996084335,3727492,5010.0,3.73,-0.03,15.347022099999998,2266.4892600000007,3.57,0.004,3.57,2.93,0.06,2.28,0.01,1.12,0.07
284.75741757599997,38.8255077657,3727505,5601.0,4.26,-0.12,15.499835999999998,1488.6738300000006,4.64,0.054,4.69,1.05,0.02,1.09,0.01,1.03,0.07
284.75865961200003,38.8881742481,3727508,5462.0,3.9,-0.43,15.9759541,2707.8234899999998,3.81,0.036,3.85,2.27,0.05,1.69,0.01,1.06,0.07
284.761180104,38.8642603156,3727515,5486.0,4.18,-0.16,16.5377464,3144.45605,4.05,0.056,4.11,1.79,0.04,1.49,0.01,1.01,0.06
284.77053008400003,38.8355833835,3727541,5819.0,4.18,-0.66,16.901065799999998,2931.89136,4.57,0.051,4.62,1.12,0.02,1.04,0.01,0.99,0.06
284.780433362,38.8788817167,3727568,5628.0,4.28,-0.03,16.417306900000003,2398.8051800000007,4.52,0.073,4.59,1.15,0.02,1.13,0.01,1.05,0.07
284.81653827599996,38.8973325108,3727661,4941.0,2.62,-0.12,15.0854034,7664.1084,0.66,0.011,0.67,42.29,0.86,8.9,0.05,2.32,0.15
284.822831827,38.87271111,3727675,4962.0,3.25,-0.3,15.1176119,3966.6611299999995,2.13,0.001,2.13,11.1,0.22,4.52,0.02,1.4,0.09
284.827557957,38.8684107943,3727683,5693.0,4.08,-0.67,16.7217007,4581.915529999998,3.42,0.049,3.47,3.24,0.07,1.85,0.02,0.99,0.06
284.834551418,38.8253697648,3727710,5948.0,4.08,-0.48,16.823831600000002,4269.94775,3.67,0.054,3.73,2.55,0.05,1.51,0.02,1.1,0.07
284.84534329,38.852562197,3727739,5540.0,4.11,0.1,15.020602199999999,1505.11816,4.13,0.056,4.19,1.66,0.03,1.4,0.01,1.12,0.07
284.854653326,38.8065537847,3727767,5629.0,4.39,-0.25,15.652308499999998,1229.03638,5.2,0.046,5.25,0.62,0.01,0.83,0.01,0.96,0.06
284.862668075,38.8888578994,3727790,5877.0,4.14,-0.54,15.718423800000002,1649.21155,4.63,0.054,4.69,1.05,0.02,0.99,0.01,1.04,0.07
284.867362952,38.8780190611,3727801,4983.0,4.65,-0.06,15.5510788,885.206665,5.82,-0.005,5.81,0.37,0.01,0.82,0.0,0.8,0.05
284.884716039,38.8566047984,3727829,5791.0,4.3,-0.25,15.8048801,1323.25928,5.2,0.073,5.27,0.61,0.01,0.78,0.01,1.03,0.07
284.88698619900003,38.8384362979,3727841,5700.0,3.84,-0.03,15.5552769,2684.5588399999997,3.41,0.075,3.49,3.17,0.06,1.83,0.02,1.28,0.08
284.893576526,38.83592793,3727856,5401.0,4.4,-0.2,15.6711483,1335.4199199999996,5.04,0.054,5.1,0.72,0.01,0.97,0.01,0.92,0.06
284.894902597,38.8112593301,3727860,5648.0,3.96,-0.32,15.532662400000001,3240.10986,2.98,0.049,3.03,4.83,0.1,2.3,0.02,1.11,0.07
284.900017738,38.8798672987,3727877,5467.0,4.04,-0.39,16.616869,3382.8623,3.97,0.036,4.01,1.97,0.04,1.57,0.01,1.01,0.06
284.901291652,38.861345613400005,3727880,5869.0,4.12,-0.58,16.6033478,3078.2207,4.16,0.051,4.21,1.62,0.03,1.24,0.01,1.04,0.07
284.902282586,38.871117874,3727886,4851.0,4.59,-0.14,15.7084837,738.069641,6.37,-0.054,6.31,0.23,0.0,0.69,0.0,0.75,0.05
284.909040808,38.8005477647,3727908,5754.0,4.26,-0.72,15.635185199999999,1365.97314,4.96,0.048,5.01,0.78,0.02,0.89,0.01,0.93,0.06
284.932678425,38.8936747196,3727971,6202.0,4.16,-0.99,17.4533615,5046.72314,3.94,0.045,3.98,2.01,0.04,1.23,0.02,1.01,0.06
284.934756387,38.8539294134,3727975,4871.0,3.25,-1.72,16.318147699999994,11085.7402,1.09,-0.082,1.01,30.99,0.63,7.84,0.04,0.98,0.06
284.94011599,38.8449707016,3727992,5534.0,4.5,-0.38,16.306358300000007,1390.04285,5.59,0.034,5.63,0.44,0.01,0.73,0.01,0.89,0.06
284.944160639,38.8185358764,3728007,5879.0,4.07,-0.18,14.9306231,1580.03223,3.94,0.079,4.02,1.95,0.04,1.35,0.01,1.17,0.07
284.949368268,38.8144113974,3728018,5698.0,3.89,-0.22,14.289102599999998,1658.68103,3.19,0.075,3.27,3.89,0.08,2.03,0.02,1.2,0.08
284.985274448,38.8700559785,3728097,5600.0,4.27,-0.22,16.089242900000002,1935.51538,4.66,0.054,4.71,1.03,0.02,1.08,0.01,1.0,0.06
284.985672392,38.8653277658,3728098,5605.0,4.05,-0.19,15.4579878,1703.5968,4.3,0.056,4.36,1.42,0.03,1.27,0.01,1.09,0.07
284.99633877400004,38.8232197251,3728120,5996.0,4.21,-0.71,15.6868505,1632.22327,4.62,0.054,4.68,1.06,0.02,0.96,0.01,1.01,0.06
285.009306672,38.8921688812,3728155,5722.0,4.05,-0.91,17.255415,5541.96289,3.54,0.023,3.56,2.96,0.06,1.76,0.02,0.96,0.06
285.013253239,38.8716167405,3728159,5831.0,4.25,-1.11,16.936487200000002,2303.93774,5.12,0.024,5.15,0.69,0.01,0.81,0.01,0.87,0.06
285.013413059,38.8588963969,3728160,5754.0,3.99,-0.72,15.587927800000005,1877.13,4.22,0.052,4.27,1.54,0.03,1.25,0.01,1.03,0.07
285.015897052,38.8624115303,3728164,5653.0,4.12,-0.2,16.5016556,3076.94458,4.06,0.075,4.14,1.74,0.04,1.38,0.01,1.08,0.07
285.021169317,38.8962426969,3728176,5966.0,4.19,-0.58,17.022897699999998,2912.898930000001,4.7,0.054,4.76,0.99,0.02,0.93,0.01,1.04,0.07
285.027219873,38.8456770204,3728193,4888.0,2.63,-0.5,14.893544199999996,6692.88525,0.77,0.0,0.77,38.87,0.79,8.72,0.05,2.07,0.13
285.028581035,38.8606693779,3728197,6028.0,4.14,-0.12,14.860055,1423.2595199999994,4.09,0.079,4.17,1.69,0.03,1.19,0.01,1.19,0.08
285.036303685,38.8337170421,3728208,5912.0,4.22,-0.3,15.080295600000001,1341.94482,4.44,0.054,4.5,1.25,0.03,1.07,0.01,1.08,0.07
285.047450312,38.866455892800005,3728245,5827.0,4.22,-0.44,15.696303400000001,1573.35168,4.71,0.051,4.76,0.98,0.02,0.97,0.01,1.02,0.07
285.04908208,38.8544635146,3728250,5486.0,4.33,-0.25,16.0869331,1581.9425,5.09,0.034,5.12,0.7,0.01,0.93,0.01,0.94,0.06
285.049470782,38.8393502642,3728251,5600.0,4.4,-0.5,15.893704399999999,1289.0235599999999,5.34,0.034,5.38,0.56,0.01,0.79,0.01,0.9,0.06
285.05502001599996,38.8886556959,3728263,5793.0,4.14,-0.79,16.8988762,2605.07568,4.82,0.024,4.84,0.91,0.02,0.95,0.01,0.96,0.06
285.055918727,38.8473482176,3728265,5746.0,4.05,-0.45,16.331277800000002,3018.26855,3.93,0.049,3.98,2.01,0.04,1.44,0.01,1.07,0.07
285.061658259,38.840682255,3728276,5619.0,3.85,-0.13,14.738636999999999,1823.995,3.43,0.056,3.49,3.17,0.06,1.88,0.02,1.22,0.08
285.06414591,38.868164837100004,3728289,5756.0,4.1,-0.44,16.297714199999998,3060.51392,3.87,0.051,3.92,2.13,0.04,1.47,0.01,1.05,0.07
285.082237425,38.802951915,3728338,6512.0,4.14,-0.29,14.631681400000002,1722.56812,3.45,0.079,3.53,3.05,0.06,1.38,0.02,1.28,0.08
285.08473446799997,38.840584191,3728343,5622.0,4.49,-0.37,16.5689793,1621.4904800000006,5.52,0.034,5.55,0.47,0.01,0.73,0.01,0.92,0.06
285.085197136,38.852930354,3728346,5452.0,4.39,0.19,16.041301699999998,1481.6637,5.19,0.054,5.24,0.63,0.01,0.89,0.01,1.02,0.07
285.091584283,38.8442574156,3728364,6169.0,4.14,-0.58,16.852107999999998,3348.6203600000013,4.23,0.067,4.3,1.51,0.03,1.08,0.01,1.11,0.07
285.100831241,38.8819405927,3728386,5914.0,4.06,-0.54,15.9697323,2839.81177,3.7,0.054,3.76,2.47,0.05,1.5,0.02,1.09,0.07
285.11893262,38.8575122911,3728431,5904.0,4.13,-0.63,16.9707451,4046.76831,3.94,0.054,3.99,2.0,0.04,1.35,0.01,1.03,0.07
285.128165129,38.8140715295,3728456,5739.0,4.1,-0.99,15.4553356,1411.19189,4.71,0.023,4.73,1.01,0.02,1.02,0.01,0.92,0.06
285.136958669,38.870600783600004,3728482,5961.0,3.98,-0.39,14.7620955,2211.19922,3.04,0.054,3.09,4.56,0.09,2.01,0.02,1.18,0.08
285.138180863,38.8298157738,3728488,5732.0,4.27,-0.56,15.295449300000001,1043.3606,5.2,0.046,5.25,0.63,0.01,0.8,0.01,0.96,0.06
285.146282679,38.8010749426,3728500,5834.0,4.17,-0.68,16.363758100000002,2437.76172,4.43,0.051,4.48,1.27,0.03,1.11,0.01,0.99,0.06
285.14918050200004,38.8488259229,3728508,5673.0,3.79,-1.49,16.1248951,3638.8220200000014,3.32,0.001,3.32,3.7,0.07,2.0,0.02,0.93,0.06
285.157690556,38.8643775889,3728528,5364.0,3.74,-0.53,16.1854496,3198.61938,3.66,0.023,3.68,2.65,0.05,1.89,0.01,1.1,0.07
285.171931321,38.811199914899994,3728562,5176.0,4.62,-0.42,15.5169554,883.47467,5.79,0.017,5.8,0.38,0.01,0.76,0.0,0.78,0.05
285.17204614400003,38.8011876661,3728563,5551.0,4.3,-0.29,16.1154003,1827.30334,4.81,0.034,4.84,0.91,0.02,1.04,0.01,0.96,0.06
285.173466232,38.8768956829,3728567,6473.0,4.1,-0.36,15.341007199999998,3894.6442899999997,2.39,0.076,2.46,8.13,0.16,2.27,0.04,1.27,0.08
285.189596528,38.8528861503,3728606,5736.0,4.32,-0.55,16.4250011,2015.64893,4.9,0.046,4.95,0.82,0.02,0.92,0.01,0.94,0.06
285.20071399200003,38.8253028828,3728637,5678.0,3.78,-0.33,16.0137997,4075.4953600000003,2.96,0.049,3.01,4.91,0.1,2.3,0.02,1.23,0.08
284.664358555,38.929224552600004,3830940,5219.0,4.63,-0.2,16.0766373,1005.7600699999999,6.06,0.023,6.09,0.29,0.01,0.66,0.0,0.83,0.05
284.68162626,38.9034970255,3830981,5657.0,4.15,-0.32,16.9668388,3496.53174,4.25,0.049,4.3,1.5,0.03,1.28,0.01,1.03,0.07
284.6887998,38.9749361702,3830997,5128.0,4.1,-0.08,15.8153076,1502.20032,4.93,0.025,4.96,0.82,0.02,1.15,0.01,0.96,0.06
284.690623468,38.9953464856,3831006,5731.0,3.93,-0.64,15.8220253,2461.08765,3.87,0.049,3.92,2.14,0.04,1.49,0.01,1.07,0.07
284.693032965,38.990805767800005,3831013,5745.0,4.06,-0.45,17.1965275,4974.31885,3.71,0.049,3.76,2.46,0.05,1.59,0.02,1.06,0.07
284.695784864,38.9058382514,3831020,5491.0,4.43,-0.37,15.212136300000001,945.05481,5.33,0.034,5.37,0.56,0.01,0.83,0.01,0.89,0.06
284.697848826,38.9853276304,3831025,5606.0,4.42,-0.2,14.897353200000001,901.1196289999999,5.12,0.054,5.18,0.67,0.01,0.87,0.01,0.96,0.06
284.70135230299996,38.9791621966,3831035,5031.0,3.37,-0.14,15.9456587,4854.47705,2.51,0.005,2.52,7.72,0.16,3.67,0.02,1.37,0.09
284.704726705,38.917655206300005,3831048,5793.0,4.17,-0.37,15.75319,1764.4858399999994,4.52,0.051,4.57,1.17,0.02,1.08,0.01,1.05,0.07
284.70929708,38.981645550100005,3831061,5901.0,4.09,-0.44,16.0097828,2784.13867,3.79,0.054,3.84,2.29,0.05,1.45,0.02,1.09,0.07
284.70945727599997,38.9739538826,3831062,4678.0,2.59,-0.48,14.873629600000001,4679.11279,1.52,-0.067,1.46,20.59,0.42,6.93,0.03,2.0,0.13
284.722524344,38.9614165113,3831103,5244.0,4.38,-1.1,16.3220596,1248.6231699999996,5.84,0.002,5.84,0.36,0.01,0.73,0.01,0.71,0.05
284.724934024,38.9344874527,3831111,5695.0,4.21,-0.58,16.9187927,3036.38037,4.51,0.049,4.56,1.19,0.02,1.12,0.01,0.96,0.06
284.728714092,38.9618776773,3831120,5717.0,4.18,-0.36,15.927219400000002,2420.04443,4.01,0.049,4.06,1.88,0.04,1.4,0.01,1.03,0.07
284.738971738,38.9493444756,3831151,5363.0,4.55,-0.08,16.182840300000002,1283.23352,5.64,0.023,5.66,0.43,0.01,0.76,0.01,0.9,0.06
284.741788009,38.9890126699,3831159,5998.0,4.0,-0.11,14.282264699999999,1618.0416300000006,3.24,0.079,3.32,3.71,0.08,1.79,0.02,1.26,0.08
284.758088007,38.9927457492,3831193,5743.0,4.2,-0.62,17.1539326,3186.9541,4.64,0.049,4.69,1.05,0.02,1.04,0.01,0.97,0.06
284.75822883,38.98172822,3831194,5654.0,4.06,-0.48,16.652395199999994,3012.34351,4.26,0.049,4.31,1.49,0.03,1.28,0.01,1.03,0.07
284.75825058,38.944268779699996,3831195,5892.0,4.18,-0.52,16.6108418,2717.08838,4.44,0.054,4.49,1.25,0.03,1.08,0.01,1.04,0.07
284.75827159700003,38.917288475,3831196,5698.0,3.93,-0.06,13.861921300000002,1296.48975,3.3,0.075,3.37,3.52,0.07,1.93,0.02,1.22,0.08
284.760797624,38.9530928099,3831202,5822.0,4.21,-0.61,17.0105495,3281.63745,4.43,0.051,4.48,1.27,0.03,1.11,0.01,0.99,0.06
284.761612953,38.9800802955,3831204,5841.0,4.29,-1.06,16.3810577,1754.91187,5.16,0.025,5.18,0.66,0.01,0.8,0.01,0.87,0.06
284.778766475,38.9359611083,3831247,5858.0,4.32,-0.49,16.777168300000003,1963.80334,5.31,0.048,5.36,0.56,0.01,0.73,0.01,0.99,0.06
284.801414114,38.9264887899,3831302,5077.0,4.55,0.03,15.564456,1258.31311,5.07,-0.005,5.06,0.74,0.02,1.12,0.01,0.85,0.05
284.806323655,38.915665948400004,3831318,5526.0,3.99,0.13,15.3165598,1792.67212,4.05,0.056,4.1,1.8,0.04,1.47,0.01,1.19,0.08
284.854038345,38.9500470852,3831443,5583.0,4.25,-0.18,16.227346400000002,2206.9182100000007,4.51,0.054,4.56,1.18,0.02,1.16,0.01,1.01,0.06
284.855363427,38.9786091323,3831447,7743.0,4.11,-0.2,15.641991599999999,11515.3672,0.34,0.094,0.43,52.98,1.07,4.06,0.13,1.68,0.11
284.862186908,38.9638506156,3831459,5652.0,4.1,0.19,15.539005300000001,2030.8861100000001,4.0,0.075,4.08,1.84,0.04,1.42,0.01,1.19,0.08
284.862252791,38.9699723393,3831460,5572.0,3.9,-0.41,15.702346799999999,2556.12793,3.66,0.036,3.7,2.6,0.05,1.74,0.02,1.1,0.07
284.865858629,38.9409002373,3831470,5115.0,3.78,-0.08,16.0286198,2628.63965,3.93,-0.004,3.93,2.12,0.04,1.86,0.01,1.11,0.07
284.87157936799997,38.9628156402,3831478,5696.0,4.15,-0.96,17.2687531,3245.8315399999997,4.71,0.023,4.74,1.0,0.02,1.03,0.01,0.9,0.06
284.872074308,38.9374278573,3831481,5910.0,4.17,-0.09,15.917759900000002,2003.56921,4.41,0.079,4.49,1.26,0.03,1.07,0.01,1.16,0.07
284.891460354,38.9336717548,3831525,5598.0,4.18,0.06,14.4779263,1204.97351,4.07,0.056,4.13,1.76,0.04,1.41,0.01,1.1,0.07
284.93725962400003,38.9293112787,3831628,5591.0,4.03,0.08,15.033491099999999,1552.6784699999994,4.08,0.056,4.13,1.75,0.04,1.41,0.01,1.17,0.07
284.94451088299996,38.9053104463,3831652,5956.0,4.07,-0.75,16.8966427,5304.0415,3.27,0.028,3.3,3.76,0.08,1.83,0.02,1.04,0.07
284.95238629700003,38.926864069000004,3831669,5905.0,4.01,-0.38,15.0919142,1835.3228800000002,3.77,0.054,3.83,2.32,0.05,1.46,0.02,1.15,0.07
284.955210345,38.9390481699,3831676,5351.0,3.86,-0.47,16.7596226,3435.0048799999995,4.08,0.018,4.1,1.81,0.04,1.57,0.01,1.04,0.07
284.956984657,38.9339230804,3831678,5967.0,4.13,-0.15,15.231319400000002,1559.1615,4.27,0.079,4.35,1.44,0.03,1.12,0.01,1.17,0.07
284.9722358,38.914293635199996,3831717,5241.0,3.58,-0.9,16.807243300000003,4407.81934,3.59,0.007,3.59,2.88,0.06,2.06,0.01,1.07,0.07
284.974624242,38.9240524608,3831723,5431.0,4.48,-0.4,16.5291424,1471.42749,5.69,0.034,5.72,0.4,0.01,0.72,0.01,0.86,0.06
284.978282046,38.9623257833,3831733,5775.0,4.05,-0.26,16.272953,3017.42456,3.87,0.051,3.93,2.12,0.04,1.46,0.01,1.13,0.07
285.026982007,38.9057063694,3831832,5448.0,4.51,0.15,14.8535891,790.400085,5.36,0.054,5.42,0.54,0.01,0.82,0.01,0.98,0.06
285.056963276,38.9509118808,3831917,5765.0,4.14,-0.31,15.625229800000001,1747.4043,4.41,0.051,4.46,1.29,0.03,1.14,0.01,1.07,0.07
285.059417286,38.9710726088,3831922,5621.0,3.61,-0.3,15.094791399999998,4139.86328,2.01,0.047,2.06,11.84,0.24,3.64,0.03,1.34,0.09
285.076654922,38.9668718434,3831968,5404.0,4.46,-0.41,16.6834888,1796.3725600000002,5.41,0.034,5.45,0.52,0.01,0.83,0.01,0.86,0.06
285.077600135,38.9819553882,3831972,5901.0,4.15,-0.84,15.572045300000001,1801.87842,4.29,0.028,4.32,1.47,0.03,1.16,0.01,0.97,0.06
285.080701824,38.950235517399996,3831980,5395.0,4.48,0.01,16.367307699999998,1766.9858399999994,5.13,0.054,5.19,0.66,0.01,0.94,0.01,0.94,0.06
285.091701537,38.9871219213,3832007,5602.0,4.2,-0.49,16.0433655,1823.88623,4.74,0.036,4.77,0.97,0.02,1.05,0.01,0.96,0.06
285.09606173599997,38.9838906198,3832010,5082.0,4.62,0.0,14.5806484,544.6990969999998,5.9,-0.005,5.89,0.35,0.01,0.76,0.0,0.84,0.05
285.096765388,38.9535246609,3832014,5883.0,4.02,-1.4,16.2336464,3783.5874,3.34,0.003,3.35,3.61,0.07,1.83,0.02,0.9,0.06
285.105826793,38.9564389554,3832038,5850.0,4.2,-0.63,16.9976978,3263.48657,4.43,0.051,4.48,1.27,0.03,1.1,0.01,0.99,0.06
285.119393185,38.9548844622,3832072,5907.0,4.09,-0.8,16.9249401,4129.36621,3.85,0.028,3.87,2.22,0.05,1.43,0.02,1.01,0.06
285.125393763,38.921136116999996,3832091,5066.0,3.31,-0.64,15.180674599999998,3217.43774,2.64,0.003,2.65,6.88,0.14,3.41,0.02,1.29,0.08
285.133729054,38.9209839513,3832112,5500.0,4.3,0.04,15.154346499999999,1117.1629599999999,4.91,0.054,4.97,0.81,0.02,0.99,0.01,1.02,0.07
